sequence_idx,frame_idx,true,predicted,dataset,source
1760,18,G#min,G#min,AAM,midi
1760,19,G#min,G#min,AAM,midi
1760,20,G#min,G#min,AAM,midi
1760,21,G#min,G#min,AAM,midi
1761,0,Bmaj,Bmaj,AAM,midi
1761,1,Bmaj,Bmaj,AAM,midi
1761,2,Bmaj,Bmaj,AAM,midi
1761,3,Bmaj,Bmaj,AAM,midi
1761,4,Bmaj,Bmaj,AAM,midi
1761,5,Bmaj,Bmaj,AAM,midi
1761,6,Bmaj,Bmaj,AAM,midi
1761,7,Bmaj,Bmaj,AAM,midi
1761,8,Bmaj,Bmaj,AAM,midi
1761,9,Bmaj,Bmaj,AAM,midi
1761,10,Bmaj,Bmaj,AAM,midi
1761,11,Bmaj,Bmaj,AAM,midi
1761,12,Bmaj,Bmaj,AAM,midi
1761,13,Bmaj,Bmaj,AAM,midi
1761,14,Bmaj,Bmaj,AAM,midi
1761,15,Bmaj,Bmaj,AAM,midi
1761,16,Bmaj,Bmaj,AAM,midi
1761,17,Bmaj,Bmaj,AAM,midi
1761,18,Bmaj,Bmaj,AAM,midi
1761,19,Bmaj,Bmaj,AAM,midi
1761,20,Bmaj,Bmaj,AAM,midi
1761,21,Bmaj,Bmaj,AAM,midi
1762,0,Fmaj,Dmin,AAM,midi
1762,1,Fmaj,Fmaj,AAM,midi
1762,2,Fmaj,A#maj,AAM,midi
1762,3,Fmaj,A#maj,AAM,midi
1762,4,Fmaj,Dmin,AAM,midi
1762,5,Amin,Amin,AAM,midi
1762,6,Amin,Amaj,AAM,midi
1762,7,Amin,Amaj,AAM,midi
1762,8,Amin,Amin,AAM,midi
1762,9,Amin,Amin,AAM,midi
1762,10,Amin,Fmaj,AAM,midi
1762,11,Amin,Fmaj,AAM,midi
1762,12,Amin,Amin,AAM,midi
1762,13,Amin,Amin,AAM,midi
1762,14,Amin,Fmaj,AAM,midi
1762,15,Amin,Fmaj,AAM,midi
1762,16,Amin,Amin,AAM,midi
1762,17,Amin,Fmaj,AAM,midi
1762,18,Amin,Amaj,AAM,midi
1762,19,Amin,Dmaj,AAM,midi
1762,20,Amin,Amaj,AAM,midi
1762,21,Dmin,Dmaj,AAM,midi
1763,0,Cmin,Cmin,AAM,midi
1763,1,Cmin,Cmin,AAM,midi
1763,2,Cmin,Cmin,AAM,midi
1763,3,Cmin,Cmin,AAM,midi
1763,4,Cmin,Cmin,AAM,midi
1763,5,Cmin,Cmin,AAM,midi
1763,6,Cmin,Cmin,AAM,midi
1763,7,Cmin,Cmin,AAM,midi
1763,8,Cmin,Cmin,AAM,midi
1763,9,Cmin,Cmin,AAM,midi
1763,10,Cmin,Cmin,AAM,midi
1763,11,Cmin,Cmin,AAM,midi
1763,12,Cmin,Cmin,AAM,midi
1763,13,Cmin,Cmin,AAM,midi
1763,14,Fmaj,Fmaj,AAM,midi
1763,15,Fmaj,Fmaj,AAM,midi
1763,16,Fmaj,Fmaj,AAM,midi
1763,17,Fmaj,Fmaj,AAM,midi
1763,18,Fmaj,Fmaj,AAM,midi
1763,19,Fmaj,Fmaj,AAM,midi
1763,20,Fmaj,Fmaj,AAM,midi
1763,21,Fmaj,Fmaj,AAM,midi
1764,0,F#min,Dmaj,AAM,midi
1764,1,Dmaj,Dmaj,AAM,midi
1764,2,Dmaj,Dmaj,AAM,midi
1764,3,Dmaj,Dmaj,AAM,midi
1764,4,Dmaj,Dmaj,AAM,midi
1764,5,Dmaj,Dmaj,AAM,midi
1764,6,Dmaj,Dmin,AAM,midi
1764,7,Dmaj,Dmaj,AAM,midi
1764,8,Dmaj,Dmaj,AAM,midi
1764,9,Dmaj,Dmaj,AAM,midi
1764,10,Dmaj,Dmaj,AAM,midi
1764,11,Dmaj,F#min,AAM,midi
1764,12,Dmaj,F#min,AAM,midi
1764,13,Dmaj,Dmaj,AAM,midi
1764,14,Dmaj,F#maj,AAM,midi
1764,15,Dmaj,F#maj,AAM,midi
1764,16,Dmaj,F#maj,AAM,midi
1764,17,Dmaj,F#maj,AAM,midi
1764,18,Bmin,F#maj,AAM,midi
1764,19,Bmin,F#maj,AAM,midi
1764,20,Bmin,F#maj,AAM,midi
1764,21,Bmin,F#maj,AAM,midi
1765,0,G#min,G#min,AAM,midi
1765,1,G#min,G#min,AAM,midi
1765,2,G#min,G#min,AAM,midi
1765,3,G#min,G#min,AAM,midi
1765,4,G#min,G#min,AAM,midi
1765,5,G#min,G#min,AAM,midi
1765,6,G#min,G#min,AAM,midi
1765,7,G#min,G#min,AAM,midi
1765,8,G#min,G#min,AAM,midi
1765,9,G#min,G#min,AAM,midi
1765,10,Bmaj,Bmaj,AAM,midi
1765,11,Bmaj,Bmaj,AAM,midi
1765,12,Bmaj,Bmaj,AAM,midi
1765,13,Bmaj,Bmaj,AAM,midi
1765,14,Bmaj,Bmaj,AAM,midi
1765,15,Bmaj,Bmaj,AAM,midi
1765,16,Bmaj,Bmaj,AAM,midi
1765,17,Bmaj,Bmaj,AAM,midi
1765,18,Bmaj,Bmaj,AAM,midi
1765,19,Bmaj,Bmaj,AAM,midi
1765,20,Bmaj,Bmaj,AAM,midi
1765,21,Bmaj,Bmaj,AAM,midi
1766,0,Gmin,Gmin,AAM,midi
1766,1,Gmin,A#maj,AAM,midi
1766,2,Gmin,Gmin,AAM,midi
1766,3,Gmin,F#maj,AAM,midi
1766,4,Gmin,F#maj,AAM,midi
1766,5,Gmin,D#min,AAM,midi
1766,6,Amin,Cmin,AAM,midi
1766,7,Amin,Cmin,AAM,midi
1766,8,Amin,G#maj,AAM,midi
1766,9,Amin,G#maj,AAM,midi
1766,10,Amin,Fmaj,AAM,midi
1766,11,Amin,Fmaj,AAM,midi
1766,12,Amin,Amin,AAM,midi
1766,13,Amin,Amin,AAM,midi
1766,14,Amin,Fmaj,AAM,midi
1766,15,Amin,Fmaj,AAM,midi
1766,16,Amin,Dmaj,AAM,midi
1766,17,Amin,Amaj,AAM,midi
1766,18,Amin,Amaj,AAM,midi
1766,19,Amin,Dmaj,AAM,midi
1766,20,Amin,Amaj,AAM,midi
1766,21,Amin,Dmaj,AAM,midi
1767,0,Bmaj,Bmaj,AAM,midi
1767,1,Bmaj,Bmaj,AAM,midi
1767,2,Bmaj,Bmaj,AAM,midi
1767,3,Bmaj,Bmaj,AAM,midi
1767,4,Bmaj,Bmaj,AAM,midi
1767,5,Bmaj,Bmaj,AAM,midi
1767,6,Bmaj,Bmaj,AAM,midi
1767,7,Bmaj,Bmaj,AAM,midi
1767,8,Bmaj,Bmaj,AAM,midi
1767,9,Bmaj,Bmaj,AAM,midi
1767,10,Bmaj,Bmaj,AAM,midi
1767,11,Bmaj,Bmaj,AAM,midi
1767,12,Bmaj,Bmaj,AAM,midi
1767,13,Bmaj,Bmaj,AAM,midi
1767,14,Bmaj,Bmaj,AAM,midi
1767,15,Bmaj,Bmaj,AAM,midi
1767,16,Bmaj,Bmaj,AAM,midi
1767,17,Bmaj,Bmaj,AAM,midi
1767,18,Bmaj,Bmaj,AAM,midi
1767,19,Bmaj,Bmaj,AAM,midi
1767,20,Bmaj,Bmaj,AAM,midi
1767,21,Bmaj,Bmaj,AAM,midi
1768,0,Gmaj,Gmaj,AAM,midi
1768,1,Gmaj,Gmaj,AAM,midi
1768,2,Gmaj,Gmaj,AAM,midi
1768,3,Gmaj,Gmaj,AAM,midi
1768,4,Gmaj,Gmaj,AAM,midi
1768,5,Gmaj,Gmaj,AAM,midi
1768,6,Gmaj,Gmaj,AAM,midi
1768,7,Gmaj,Gmaj,AAM,midi
1768,8,Gmaj,Gmaj,AAM,midi
1768,9,Gmaj,Gmaj,AAM,midi
1768,10,Gmaj,Gmaj,AAM,midi
1768,11,Gmaj,Gmaj,AAM,midi
1768,12,Gmaj,Gmaj,AAM,midi
1768,13,Gmaj,Gmaj,AAM,midi
1768,14,Gmaj,Gmaj,AAM,midi
1768,15,Gmaj,Gmaj,AAM,midi
1768,16,Gmaj,Gmaj,AAM,midi
1768,17,Gmaj,Gmaj,AAM,midi
1768,18,Gmaj,Gmaj,AAM,midi
1768,19,Gmaj,Gmaj,AAM,midi
1768,20,Gmaj,Gmaj,AAM,midi
1768,21,Gmaj,Gmaj,AAM,midi
1769,0,Amin,Fmaj,AAM,midi
1769,1,Amin,Dmaj,AAM,midi
1769,2,Amin,Dmaj,AAM,midi
1769,3,Amin,Fmaj,AAM,midi
1769,4,Amin,Fmaj,AAM,midi
1769,5,Amin,Fmaj,AAM,midi
1769,6,Amin,Fmaj,AAM,midi
1769,7,Amin,Fmaj,AAM,midi
1769,8,Dmin,Fmaj,AAM,midi
1769,9,Dmin,Fmaj,AAM,midi
1769,10,Dmin,Fmin,AAM,midi
1769,11,Dmin,Fmaj,AAM,midi
1769,12,Dmin,A#maj,AAM,midi
1769,13,Dmin,Dmin,AAM,midi
1769,14,Dmin,A#maj,AAM,midi
1769,15,Dmin,A#maj,AAM,midi
1769,16,Dmin,Dmin,AAM,midi
1769,17,Dmin,A#maj,AAM,midi
1769,18,Dmin,Gmaj,AAM,midi
1769,19,Dmin,Gmaj,AAM,midi
1769,20,Dmin,Bmin,AAM,midi
1769,21,Dmin,Gmaj,AAM,midi
1770,0,Amin,Amin,AAM,midi
1770,1,Amin,Amin,AAM,midi
1770,2,Amin,Amin,AAM,midi
1770,3,Amin,Cmaj,AAM,midi
1770,4,Amin,Amin,AAM,midi
1770,5,Amin,Amin,AAM,midi
1770,6,Amin,Amin,AAM,midi
1770,7,Amin,Fmaj,AAM,midi
1770,8,Amin,Fmaj,AAM,midi
1770,9,Amin,Amin,AAM,midi
1770,10,Amin,Amin,AAM,midi
1770,11,Amin,Amaj,AAM,midi
1770,12,Amin,Amaj,AAM,midi
1770,13,Amin,Amin,AAM,midi
1770,14,Amin,Amin,AAM,midi
1770,15,Amin,Amin,AAM,midi
1770,16,Amin,Amin,AAM,midi
1770,17,Amin,Amin,AAM,midi
1770,18,Fmaj,Amin,AAM,midi
1770,19,Fmaj,G#maj,AAM,midi
1770,20,Fmaj,G#maj,AAM,midi
1770,21,Fmaj,G#maj,AAM,midi
1771,0,Cmaj,Cmaj,AAM,midi
1771,1,Cmaj,Cmaj,AAM,midi
1771,2,Cmaj,Cmaj,AAM,midi
1771,3,Cmaj,Cmaj,AAM,midi
1771,4,Cmaj,Cmaj,AAM,midi
1771,5,Cmaj,Cmaj,AAM,midi
1771,6,Cmaj,Cmaj,AAM,midi
1771,7,Cmaj,Cmaj,AAM,midi
1771,8,Cmaj,Cmaj,AAM,midi
1771,9,Cmaj,Cmaj,AAM,midi
1771,10,Cmaj,Cmaj,AAM,midi
1771,11,Cmaj,Cmaj,AAM,midi
1771,12,Cmaj,Cmaj,AAM,midi
1771,13,Cmaj,Cmaj,AAM,midi
1771,14,Cmaj,Cmaj,AAM,midi
1771,15,Cmaj,Cmaj,AAM,midi
1771,16,Cmaj,Cmaj,AAM,midi
1771,17,Cmaj,Cmaj,AAM,midi
1771,18,Cmaj,Cmaj,AAM,midi
1771,19,Cmaj,Cmaj,AAM,midi
1771,20,Cmaj,Cmaj,AAM,midi
1771,21,Cmaj,Cmaj,AAM,midi
1772,0,Cmin,Cmaj,AAM,midi
1772,1,Cmin,Cmaj,AAM,midi
1772,2,Cmin,Cmin,AAM,midi
1772,3,Cmin,Cmin,AAM,midi
1772,4,Cmin,Cmaj,AAM,midi
1772,5,Cmin,Cmin,AAM,midi
1772,6,Cmin,Cmin,AAM,midi
1772,7,Cmin,Cmin,AAM,midi
1772,8,Cmin,Gmaj,AAM,midi
1772,9,Cmin,Cmin,AAM,midi
1772,10,Cmin,D#maj,AAM,midi
1772,11,Cmin,D#maj,AAM,midi
1772,12,Cmin,D#maj,AAM,midi
1772,13,Cmin,D#maj,AAM,midi
1772,14,Cmin,Cmin,AAM,midi
1772,15,Cmin,G#maj,AAM,midi
1772,16,Cmin,Cmin,AAM,midi
1772,17,Cmin,Cmin,AAM,midi
1772,18,Cmin,Cmin,AAM,midi
1772,19,Cmin,Cmin,AAM,midi
1772,20,Cmin,Cmin,AAM,midi
1772,21,Cmin,G#maj,AAM,midi
1773,0,Gmaj,Bmin,AAM,midi
1773,1,Gmaj,Bmin,AAM,midi
1773,2,Gmaj,Bmin,AAM,midi
1773,3,Gmaj,Bmin,AAM,midi
1773,4,Gmaj,Bmin,AAM,midi
1773,5,Gmaj,Bmin,AAM,midi
1773,6,Gmaj,Bmin,AAM,midi
1773,7,Gmaj,Bmin,AAM,midi
1773,8,Gmaj,Bmin,AAM,midi
1773,9,Gmaj,Bmin,AAM,midi
1773,10,Gmaj,Bmin,AAM,midi
1773,11,Emin,Emaj,AAM,midi
1773,12,Emin,Emaj,AAM,midi
1773,13,Emin,Emaj,AAM,midi
1773,14,Emin,Emin,AAM,midi
1773,15,Emin,Emin,AAM,midi
1773,16,Emin,Emaj,AAM,midi
1773,17,Emin,Emaj,AAM,midi
1773,18,Emin,Emin,AAM,midi
1773,19,Emin,Emin,AAM,midi
1773,20,Emin,Emaj,AAM,midi
1773,21,Emin,Bmin,AAM,midi
1774,0,F#min,F#min,AAM,midi
1774,1,F#min,F#min,AAM,midi
1774,2,F#min,F#min,AAM,midi
1774,3,F#min,F#min,AAM,midi
1774,4,F#min,F#min,AAM,midi
1774,5,F#min,F#min,AAM,midi
1774,6,F#min,F#min,AAM,midi
1774,7,F#min,F#min,AAM,midi
1774,8,F#min,F#min,AAM,midi
1774,9,F#min,F#min,AAM,midi
1774,10,F#min,F#min,AAM,midi
1774,11,F#min,F#min,AAM,midi
1774,12,F#min,F#min,AAM,midi
1774,13,F#min,F#min,AAM,midi
1774,14,F#min,F#min,AAM,midi
1774,15,F#min,F#min,AAM,midi
1774,16,F#min,F#min,AAM,midi
1774,17,C#min,C#min,AAM,midi
1774,18,C#min,C#min,AAM,midi
1774,19,C#min,C#min,AAM,midi
1774,20,C#min,C#min,AAM,midi
1774,21,C#min,C#min,AAM,midi
1775,0,Dmaj,Dmaj,AAM,midi
1775,1,Dmaj,Dmaj,AAM,midi
1775,2,Dmaj,Dmaj,AAM,midi
1775,3,Dmaj,Dmaj,AAM,midi
1775,4,Dmaj,Dmaj,AAM,midi
1775,5,Dmaj,Dmaj,AAM,midi
1775,6,Dmaj,Dmaj,AAM,midi
1775,7,Dmaj,Dmaj,AAM,midi
1775,8,Dmaj,Dmaj,AAM,midi
1775,9,Dmaj,Dmaj,AAM,midi
1775,10,Dmaj,Dmaj,AAM,midi
1775,11,Dmaj,Dmaj,AAM,midi
1775,12,Dmaj,Dmaj,AAM,midi
1775,13,Dmaj,Dmaj,AAM,midi
1775,14,Dmaj,Dmaj,AAM,midi
1775,15,Dmaj,Dmaj,AAM,midi
1775,16,Dmaj,Dmaj,AAM,midi
1775,17,Dmaj,Dmaj,AAM,midi
1775,18,Dmaj,Dmaj,AAM,midi
1775,19,Dmaj,Dmaj,AAM,midi
1775,20,Dmaj,Dmaj,AAM,midi
1775,21,Dmaj,Dmaj,AAM,midi
1776,0,Dmin,Dmin,AAM,midi
1776,1,Dmin,Dmin,AAM,midi
1776,2,Dmin,Dmin,AAM,midi
1776,3,Dmin,Dmin,AAM,midi
1776,4,Dmin,Dmin,AAM,midi
1776,5,Dmin,Dmin,AAM,midi
1776,6,Dmin,Dmin,AAM,midi
1776,7,Dmin,Dmin,AAM,midi
1776,8,Dmin,Dmin,AAM,midi
1776,9,Dmin,Dmin,AAM,midi
1776,10,Dmin,Dmin,AAM,midi
1776,11,Dmin,Dmin,AAM,midi
1776,12,Dmin,Dmin,AAM,midi
1776,13,Dmin,Dmin,AAM,midi
1776,14,Dmin,Dmin,AAM,midi
1776,15,Dmin,Dmin,AAM,midi
1776,16,Amin,Amin,AAM,midi
1776,17,Amin,Amin,AAM,midi
1776,18,Amin,Amin,AAM,midi
1776,19,Amin,Amin,AAM,midi
1776,20,Amin,Amin,AAM,midi
1776,21,Amin,Amin,AAM,midi
1777,0,D#min,D#min,AAM,midi
1777,1,D#min,D#min,AAM,midi
1777,2,D#min,D#min,AAM,midi
1777,3,D#min,D#min,AAM,midi
1777,4,D#min,D#min,AAM,midi
1777,5,D#min,D#min,AAM,midi
1777,6,D#min,D#min,AAM,midi
1777,7,D#min,D#min,AAM,midi
1777,8,D#min,D#min,AAM,midi
1777,9,D#min,D#min,AAM,midi
1777,10,D#min,D#min,AAM,midi
1777,11,D#min,D#min,AAM,midi
1777,12,D#min,D#min,AAM,midi
1777,13,D#min,D#min,AAM,midi
1777,14,D#min,D#min,AAM,midi
1777,15,D#min,D#min,AAM,midi
1777,16,D#min,D#min,AAM,midi
1777,17,D#min,D#min,AAM,midi
1777,18,C#maj,C#maj,AAM,midi
1777,19,C#maj,C#maj,AAM,midi
1777,20,C#maj,C#maj,AAM,midi
1777,21,C#maj,C#maj,AAM,midi
1778,0,Bmaj,Bmaj,AAM,midi
1778,1,Bmaj,Bmaj,AAM,midi
1778,2,Bmaj,Bmaj,AAM,midi
1778,3,Bmaj,Bmaj,AAM,midi
1778,4,Bmaj,Bmaj,AAM,midi
1778,5,Bmaj,Bmaj,AAM,midi
1778,6,Bmaj,G#min,AAM,midi
1778,7,Bmaj,Bmaj,AAM,midi
1778,8,Bmaj,Bmaj,AAM,midi
1778,9,Bmaj,Bmaj,AAM,midi
1778,10,Bmaj,G#min,AAM,midi
1778,11,Bmaj,Bmaj,AAM,midi
1778,12,Bmaj,Bmaj,AAM,midi
1778,13,Bmaj,D#min,AAM,midi
1778,14,Bmaj,D#min,AAM,midi
1778,15,Bmaj,Bmaj,AAM,midi
1778,16,Bmaj,Bmaj,AAM,midi
1778,17,Bmaj,Bmaj,AAM,midi
1778,18,Bmaj,Bmin,AAM,midi
1778,19,Bmaj,Bmin,AAM,midi
1778,20,Bmaj,Bmaj,AAM,midi
1778,21,Bmaj,Bmin,AAM,midi
1779,0,D#min,G#maj,AAM,midi
1779,1,D#min,G#maj,AAM,midi
1779,2,D#min,D#min,AAM,midi
1779,3,D#min,D#min,AAM,midi
1779,4,D#min,D#min,AAM,midi
1779,5,D#min,D#min,AAM,midi
1779,6,D#min,D#min,AAM,midi
1779,7,D#min,D#min,AAM,midi
1779,8,D#min,F#maj,AAM,midi
1779,9,D#min,F#maj,AAM,midi
1779,10,D#min,F#maj,AAM,midi
1779,11,D#min,D#min,AAM,midi
1779,12,D#min,D#min,AAM,midi
1779,13,D#min,D#min,AAM,midi
1779,14,D#min,D#min,AAM,midi
1779,15,D#min,D#min,AAM,midi
1779,16,D#min,D#min,AAM,midi
1779,17,D#min,G#maj,AAM,midi
1779,18,D#min,D#min,AAM,midi
1779,19,D#min,D#min,AAM,midi
1779,20,D#min,G#maj,AAM,midi
1779,21,D#min,G#maj,AAM,midi
1780,0,Bmaj,Bmaj,AAM,midi
1780,1,Bmaj,Bmaj,AAM,midi
1780,2,Bmaj,Bmaj,AAM,midi
1780,3,Bmaj,Bmaj,AAM,midi
1780,4,Bmaj,Emin,AAM,midi
1780,5,Bmaj,Bmaj,AAM,midi
1780,6,Bmaj,Bmaj,AAM,midi
1780,7,Bmaj,Bmaj,AAM,midi
1780,8,Bmaj,Bmaj,AAM,midi
1780,9,Bmaj,G#min,AAM,midi
1780,10,Bmaj,Bmaj,AAM,midi
1780,11,Bmaj,Cmin,AAM,midi
1780,12,Bmaj,Cmin,AAM,midi
1780,13,Bmaj,Bmaj,AAM,midi
1780,14,Bmaj,Bmaj,AAM,midi
1780,15,Bmaj,D#min,AAM,midi
1780,16,Bmaj,D#min,AAM,midi
1780,17,Bmaj,D#min,AAM,midi
1780,18,Bmaj,D#min,AAM,midi
1780,19,Bmaj,F#maj,AAM,midi
1780,20,Bmaj,F#maj,AAM,midi
1780,21,Bmaj,F#maj,AAM,midi
1781,0,Cmaj,Cmaj,AAM,midi
1781,1,Cmaj,Cmaj,AAM,midi
1781,2,Cmaj,Cmaj,AAM,midi
1781,3,Cmaj,Cmaj,AAM,midi
1781,4,Cmaj,Cmaj,AAM,midi
1781,5,Emin,Emin,AAM,midi
1781,6,Emin,Emin,AAM,midi
1781,7,Emin,Emin,AAM,midi
1781,8,Emin,Emin,AAM,midi
1781,9,Emin,Emin,AAM,midi
1781,10,Emin,Emin,AAM,midi
1781,11,Emin,Emin,AAM,midi
1781,12,Emin,Emin,AAM,midi
1781,13,Emin,Emin,AAM,midi
1781,14,Emin,Emin,AAM,midi
1781,15,Emin,Emin,AAM,midi
1781,16,Emin,Emin,AAM,midi
1781,17,Emin,Emin,AAM,midi
1781,18,Emin,Emin,AAM,midi
1781,19,Emin,Emin,AAM,midi
1781,20,Emin,Emin,AAM,midi
1781,21,Emin,Emin,AAM,midi
1782,0,A#min,A#min,AAM,midi
1782,1,A#min,A#min,AAM,midi
1782,2,A#min,A#min,AAM,midi
1782,3,A#min,A#min,AAM,midi
1782,4,A#min,A#min,AAM,midi
1782,5,A#min,A#min,AAM,midi
1782,6,A#min,A#min,AAM,midi
1782,7,A#min,A#min,AAM,midi
1782,8,A#min,A#min,AAM,midi
1782,9,A#min,A#min,AAM,midi
1782,10,A#min,A#min,AAM,midi
1782,11,A#min,A#min,AAM,midi
1782,12,A#min,A#min,AAM,midi
1782,13,A#min,A#min,AAM,midi
1782,14,A#min,A#min,AAM,midi
1782,15,A#min,A#min,AAM,midi
1782,16,A#min,A#min,AAM,midi
1782,17,A#min,A#min,AAM,midi
1782,18,A#min,A#min,AAM,midi
1782,19,A#min,A#min,AAM,midi
1782,20,A#min,A#min,AAM,midi
1782,21,A#min,A#min,AAM,midi
1783,0,Dmin,Dmaj,AAM,midi
1783,1,Dmin,Dmaj,AAM,midi
1783,2,Dmin,Dmin,AAM,midi
1783,3,Dmin,Dmaj,AAM,midi
1783,4,Dmin,Dmaj,AAM,midi
1783,5,Dmin,Amaj,AAM,midi
1783,6,Dmin,Amaj,AAM,midi
1783,7,Dmin,Amaj,AAM,midi
1783,8,Dmin,Dmaj,AAM,midi
1783,9,Dmin,Dmaj,AAM,midi
1783,10,Dmin,Dmaj,AAM,midi
1783,11,Dmin,Dmaj,AAM,midi
1783,12,Dmin,Dmaj,AAM,midi
1783,13,Dmin,Dmaj,AAM,midi
1783,14,Dmin,Gmaj,AAM,midi
1783,15,Dmin,Bmin,AAM,midi
1783,16,Dmin,Gmaj,AAM,midi
1783,17,Dmin,Gmaj,AAM,midi
1783,18,Dmin,Gmaj,AAM,midi
1783,19,Dmin,Gmaj,AAM,midi
1783,20,Dmin,Bmin,AAM,midi
1783,21,Dmin,Gmaj,AAM,midi
1784,0,A#maj,A#maj,AAM,midi
1784,1,A#maj,Dmin,AAM,midi
1784,2,A#maj,Dmin,AAM,midi
1784,3,A#maj,A#maj,AAM,midi
1784,4,A#maj,A#maj,AAM,midi
1784,5,A#maj,A#maj,AAM,midi
1784,6,A#maj,A#maj,AAM,midi
1784,7,A#maj,A#maj,AAM,midi
1784,8,A#maj,A#maj,AAM,midi
1784,9,A#maj,A#maj,AAM,midi
1784,10,A#maj,A#min,AAM,midi
1784,11,A#maj,A#min,AAM,midi
1784,12,A#maj,A#min,AAM,midi
1784,13,A#maj,A#maj,AAM,midi
1784,14,A#maj,A#maj,AAM,midi
1784,15,A#maj,A#maj,AAM,midi
1784,16,A#maj,A#maj,AAM,midi
1784,17,A#maj,A#maj,AAM,midi
1784,18,A#maj,A#maj,AAM,midi
1784,19,A#maj,A#maj,AAM,midi
1784,20,A#maj,A#maj,AAM,midi
1784,21,A#maj,A#maj,AAM,midi
1785,0,Emaj,Emaj,AAM,midi
1785,1,Emaj,Emaj,AAM,midi
1785,2,Emaj,Emaj,AAM,midi
1785,3,Emaj,Emaj,AAM,midi
1785,4,Emaj,Emaj,AAM,midi
1785,5,Emaj,Emaj,AAM,midi
1785,6,Emaj,Emaj,AAM,midi
1785,7,Emaj,Emaj,AAM,midi
1785,8,Emaj,Emaj,AAM,midi
1785,9,Emaj,Emaj,AAM,midi
1785,10,Emaj,Emaj,AAM,midi
1785,11,Emaj,Emaj,AAM,midi
1785,12,Emaj,Emaj,AAM,midi
1785,13,Emaj,Emaj,AAM,midi
1785,14,Amaj,Amaj,AAM,midi
1785,15,Amaj,Amaj,AAM,midi
1785,16,Amaj,Amaj,AAM,midi
1785,17,Amaj,Amaj,AAM,midi
1785,18,Amaj,Amaj,AAM,midi
1785,19,Amaj,Amaj,AAM,midi
1785,20,Amaj,Amaj,AAM,midi
1785,21,Amaj,Amaj,AAM,midi
1786,0,F#maj,F#maj,AAM,midi
1786,1,F#maj,A#min,AAM,midi
1786,2,F#maj,F#maj,AAM,midi
1786,3,F#maj,F#maj,AAM,midi
1786,4,F#maj,Amaj,AAM,midi
1786,5,F#maj,Amaj,AAM,midi
1786,6,F#maj,Amaj,AAM,midi
1786,7,F#maj,Amaj,AAM,midi
1786,8,F#maj,Amaj,AAM,midi
1786,9,F#maj,Amaj,AAM,midi
1786,10,F#maj,Amaj,AAM,midi
1786,11,F#maj,A#min,AAM,midi
1786,12,F#maj,C#maj,AAM,midi
1786,13,D#min,G#maj,AAM,midi
1786,14,D#min,G#maj,AAM,midi
1786,15,D#min,G#maj,AAM,midi
1786,16,D#min,Cmin,AAM,midi
1786,17,D#min,G#maj,AAM,midi
1786,18,D#min,D#min,AAM,midi
1786,19,D#min,G#maj,AAM,midi
1786,20,D#min,G#maj,AAM,midi
1786,21,D#min,G#maj,AAM,midi
1787,0,Cmin,Cmin,AAM,midi
1787,1,Cmin,Cmin,AAM,midi
1787,2,Cmin,Cmin,AAM,midi
1787,3,Cmin,Cmin,AAM,midi
1787,4,Cmin,Cmin,AAM,midi
1787,5,Cmin,Cmin,AAM,midi
1787,6,Cmin,Cmin,AAM,midi
1787,7,Cmin,Cmin,AAM,midi
1787,8,Cmin,Cmin,AAM,midi
1787,9,Cmin,Cmin,AAM,midi
1787,10,Cmin,Cmin,AAM,midi
1787,11,Cmin,Cmin,AAM,midi
1787,12,Cmin,Cmin,AAM,midi
1787,13,Cmin,Cmin,AAM,midi
1787,14,Cmin,Cmin,AAM,midi
1787,15,Cmin,Cmin,AAM,midi
1787,16,Cmin,Cmin,AAM,midi
1787,17,Cmin,Cmin,AAM,midi
1787,18,Cmin,Cmin,AAM,midi
1787,19,Cmin,Cmin,AAM,midi
1787,20,Cmin,Cmin,AAM,midi
1787,21,Cmin,Cmin,AAM,midi
1788,0,A#maj,Gmaj,AAM,midi
1788,1,A#maj,Gmaj,AAM,midi
1788,2,A#maj,Gmaj,AAM,midi
1788,3,Cmaj,Gmin,AAM,midi
1788,4,Cmaj,Cmaj,AAM,midi
1788,5,Cmaj,Cmaj,AAM,midi
1788,6,Cmaj,Cmaj,AAM,midi
1788,7,Cmaj,Cmaj,AAM,midi
1788,8,Cmaj,Cmin,AAM,midi
1788,9,Cmaj,Cmin,AAM,midi
1788,10,Cmaj,Cmaj,AAM,midi
1788,11,Cmaj,Cmaj,AAM,midi
1788,12,Cmaj,Cmaj,AAM,midi
1788,13,Cmaj,Cmaj,AAM,midi
1788,14,Cmaj,Cmaj,AAM,midi
1788,15,Cmaj,Cmaj,AAM,midi
1788,16,Cmaj,Cmaj,AAM,midi
1788,17,Cmaj,Emin,AAM,midi
1788,18,Cmaj,Cmaj,AAM,midi
1788,19,Cmaj,Cmaj,AAM,midi
1788,20,Cmaj,Gmaj,AAM,midi
1788,21,Cmaj,Gmaj,AAM,midi
1789,0,Cmin,Cmin,AAM,midi
1789,1,Cmin,Cmin,AAM,midi
1789,2,Cmin,Cmaj,AAM,midi
1789,3,Cmin,Cmin,AAM,midi
1789,4,Cmin,Cmin,AAM,midi
1789,5,Cmin,Cmin,AAM,midi
1789,6,Cmin,Cmin,AAM,midi
1789,7,Cmin,Cmin,AAM,midi
1789,8,Cmin,Cmin,AAM,midi
